ID,REgion,NeedsUpdating,City,state_name,CityState,county_name,Latitude,Longitude,population,NLCD Code,ActualDescription,Terrain,Climate,CostOfLiving,MInMilesMountains,min Drive Time Mountains,MilesTo_Atlantic,MilesTo_Gulf,Min Miles to Beach,Min Drive to Beach,MinLake,Drivelake,ClosestInternationalIATA,ClosestInternationalMiles,ClosestInternationalHours,ClosestNationalIATA,ClosestNationalMiles,ClosestNationalHours,ClosestRegionalIATA,ClosestRegionalHours,ClosestRegionalMiles
90,South Atlantic,,Dahlonega,Georgia,Dahlonega-Georgia,Lumpkin County,34.5325938,-83.98491,7830,22,"Developed, Low Intensity",Mountains,Temperate,102,30.1,36.1,252.3,318.8,252.3,302.76,21.49,25.8,ATL,66.47848498,1.33,CHA,77.38849254,1.55,AVL,2.06,102.8149091
91,South Atlantic,,Winder,Georgia,Winder-Georgia,Barrow County,33.9926098,-83.720171,20628,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,52.9,63.5,216.4,290.2,216.4,259.68,21.3,25.6,ATL,46.96129048,0.94,CHA,111.0049993,2.22,MCN,1.8,89.90642575
92,South Atlantic,,Carnesville,Georgia,Carnesville-Georgia,Franklin County,34.3698266,-83.235155,771,71,Grassland/Herbaceous,Mountains,Temperate,92,30.3,36.4,214.6,326,214.6,257.52,21.68,26.0,GSP,68.24818623,1.36,TYS,108.4220073,2.17,AVL,1.67,83.49728932
93,South Atlantic,,Shady Dale,Georgia,Shady Dale-Georgia,Jasper County,33.4006823,-83.5901713,296,21,"Developed, Open Space",Plains,Temperate,92,92.6,111.1,186.8,257.6,186.8,224.16,21.32,25.6,ATL,50.5801806,1.01,CSG,99.23043554,1.98,MCN,0.98,49.0342851
94,South Atlantic,,Washington,Georgia,Washington-Georgia,Wilkes County,33.7367948,-82.7393089,3623,71,Grassland/Herbaceous,Plains,Temperate,92,82.4,98.9,163.1,304.3,163.1,195.72,21.59,25.9,GSP,85.39658028,1.71,CAE,94.00191493,1.88,AGS,1.03,51.31169908
95,South Atlantic,,Thomson,Georgia,Thomson-Georgia,McDuffie County,33.4706927,-82.5045733,6792,71,Grassland/Herbaceous,Plains,Temperate,92,105.2,126.2,140.4,298.5,140.4,168.48,21.92,26.3,GSP,99.79677187,2,CAE,85.93085066,1.72,AGS,0.64,31.91408497
96,South Atlantic,,Bainbridge,Georgia,Bainbridge-Georgia,Decatur County,30.9037995,-84.5754699,14586,23,"Developed, Medium Intensity",Swamps,Temperate,92,247.6,297.1,232.1,88.4,88.4,106.08,21.78,26.1,TLH,37.51692916,0.75,CSG,113.4439511,2.27,DHN,1.18,59.21140368
97,South Atlantic,,Austell,Georgia,Austell-Georgia,Cobb County,33.8126059,-84.6343783,8244,81,Pasture/Hay,Plains,Temperate,92,50,60.0,253.1,260.1,253.1,303.72,22.45,26.9,ATL,17.13265892,0.34,CHA,90.49352056,1.81,MCN,1.92,96.05677824
98,South Atlantic,,Mableton,Georgia,Mableton-Georgia,Cobb County,33.8187167,-84.5824329,78314,43,Mixed Forest,Plains,Temperate,92,50.9,61.1,250.7,261.3,250.7,300.84,22.74,27.3,ATL,15.46154551,0.31,CHA,91.2067423,1.82,MCN,1.89,94.65495779
99,South Atlantic,,Tiger,Georgia,Tiger-Georgia,Rabun County,34.8470372,-83.4329399,430,90,Woody Wetlands,Mountains,Temperate,92,8.9,10.7,247.3,350.7,247.3,296.76,22.81,27.4,GSP,68.90372027,1.38,TYS,73.72951034,1.47,AVL,1.29,64.74484641
100,South Atlantic,,Peachtree Corners,Georgia,Peachtree Corners-Georgia,Gwinnett County,33.9701008,-84.2215869,42638,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,56.3,67.6,238.5,277.7,238.5,286.2,22.61,27.1,ATL,25.46504866,0.51,CHA,92.42772926,1.85,MCN,1.88,94.23938285
101,South Atlantic,,Grayson,Georgia,Grayson-Georgia,Gwinnett County,33.8942729,-83.95574,5252,82,Cultivated Crops,Plains,Temperate,92,63.5,76.2,223,278.4,223,267.6,22.65,27.2,ATL,31.91031504,0.64,CHA,106.1501665,2.12,MCN,1.7,84.884842
102,South Atlantic,,Carlton,Georgia,Carlton-Georgia,Madison County,34.0431675,-83.0337558,308,21,"Developed, Open Space",Plains,Temperate,92,55.6,66.7,190.1,312.2,190.1,228.12,22.13,26.6,GSP,74.98993249,1.5,CAE,109.8974625,2.2,AGS,1.54,77.07672649
103,South Atlantic,,Maxeys,Georgia,Maxeys-Georgia,Oglethorpe County,33.7542889,-83.1734875,219,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,70.9,85.1,181.8,291,181.8,218.16,22.37,26.8,ATL,72.07660846,1.44,CAE,118.5519698,2.37,AGS,1.49,74.50032542
104,South Atlantic,,Rayle,Georgia,Rayle-Georgia,Wilkes County,33.7898457,-82.8998686,157,23,"Developed, Medium Intensity",Plains,Temperate,92,74.6,89.5,172.1,301.8,172.1,206.52,22.54,27.0,GSP,85.7104369,1.71,CAE,102.6597449,2.05,AGS,1.22,61.1615526
105,South Atlantic,,McIntyre,Georgia,McIntyre-Georgia,Wilkinson County,32.8462583,-83.1907101,555,41,Deciduous Forest,Plains,Temperate,92,132.2,158.6,148.8,239.9,148.8,178.56,22.48,27.0,ATL,89.75210339,1.8,CSG,104.1866973,2.08,MCN,0.57,28.67321216
106,South Atlantic,,Cuthbert,Georgia,Cuthbert-Georgia,Randolph County,31.7712748,-84.7893658,2912,95,Emergent Herbaceous Wetlands,Swamps,Temperate,92,186.9,224.3,231.6,125.2,125.2,150.24,22.79,27.3,TLH,98.47403885,1.97,CSG,52.21602333,1.04,DHN,1,49.78130474
107,South Atlantic,,Attapulgus,Georgia,Attapulgus-Georgia,Decatur County,30.7490815,-84.4837999,446,42,Evergreen Forest,Swamps,Temperate,92,258.9,310.7,230.9,87.7,87.7,105.24,22.7,27.2,TLH,25.62034094,0.51,VPS,124.0723391,2.48,DHN,1.39,69.51604882
108,South Atlantic,,Ball Ground,Georgia,Ball Ground-Georgia,Cherokee County,34.338149,-84.3765909,3311,41,Deciduous Forest,Mountains,Temperate,92,36.7,44.0,260.6,299.1,260.6,312.72,23.29,27.9,ATL,48.27282731,0.97,CHA,67.28814976,1.35,MCN,2.42,121.1619297
109,South Atlantic,,Dillard,Georgia,Dillard-Georgia,Rabun County,34.9700911,-83.3871006,337,21,"Developed, Open Space",Mountains,Temperate,92,17.6,21.1,252.5,359.5,252.5,303,23.03,27.6,GSP,66.37378343,1.33,TYS,67.4103897,1.35,AVL,1.15,57.57175833
110,South Atlantic,,Clayton,Georgia,Clayton-Georgia,Rabun County,34.8781479,-83.4009933,2090,81,Pasture/Hay,Mountains,Temperate,92,11.7,14.0,247.9,353.4,247.9,297.48,23.62,28.3,GSP,67.00922754,1.34,TYS,72.60205841,1.45,AVL,1.24,61.98492546
111,South Atlantic,,Sandy Springs,Georgia,Sandy Springs-Georgia,Fulton County,33.9242688,-84.3785379,105505,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,51.8,62.2,244.3,271.8,244.3,293.16,23.38,28.1,ATL,19.75574395,0.4,CHA,90.00417117,1.8,MCN,1.9,94.94113506
112,South Atlantic,,Maysville,Georgia,Maysville-Georgia,Banks County,34.2528839,-83.5615548,2240,43,Mixed Forest,Mountains,Temperate,92,33.7,40.4,221.5,310.3,221.5,265.8,23.38,28.1,ATL,64.89126075,1.3,CHA,107.8612797,2.16,AVL,2,100.1383027
113,South Atlantic,,Hogansville,Georgia,Hogansville-Georgia,Troup County,33.1731769,-84.914936,3222,95,"Developed, Open Space",Plains,Temperate,92,89.7,107.6,250.4,213.3,213.3,255.96,23.27,27.9,ATL,43.09968644,0.86,CSG,45.40504051,0.91,MCN,1.61,80.55583525
114,South Atlantic,,Donalsonville,Georgia,Donalsonville-Georgia,Seminole County,31.0404625,-84.8790911,2864,81,Pasture/Hay,Swamps,Temperate,92,237.1,284.5,246.2,80.8,80.8,96.96,22.99,27.6,TLH,54.46022955,1.09,CSG,102.0331349,2.04,DHN,0.78,38.90857541
115,South Atlantic,,Dunwoody,Georgia,Dunwoody-Georgia,DeKalb County,33.9462125,-84.3346473,51795,90,Woody Wetlands,Plains,Temperate,92,52.5,63.0,243,274,243,291.6,24.58,29.5,ATL,21.68794597,0.43,CHA,90.060048,1.8,MCN,1.9,95.2193667
116,South Atlantic,,Norcross,Georgia,Norcross-Georgia,Gwinnett County,33.9412127,-84.2135309,18902,22,"Developed, Low Intensity",Plains,Temperate,92,57.9,69.5,237,276,237,284.4,23.91,28.7,ATL,23.92297278,0.48,CHA,94.30407262,1.89,MCN,1.84,92.20936722
117,South Atlantic,,Jefferson,Georgia,Jefferson-Georgia,Jackson County,34.1170537,-83.5723876,16459,43,Mixed Forest,Plains,Temperate,92,43.1,51.7,215.5,301.6,215.5,258.6,23.81,28.6,ATL,58.71737298,1.17,CHA,112.4108547,2.25,MCN,1.97,98.51113983
118,South Atlantic,,West Point,Georgia,West Point-Georgia,Troup County,32.8779056,-85.1832746,3602,90,Woody Wetlands,Plains,Temperate,92,110.5,132.6,260,189.9,189.9,227.88,2.91,3.5,ATL,68.70955399,1.37,CSG,28.74174589,0.57,MGM,1.62,80.98313613
119,South Atlantic,,Lilburn,Georgia,Lilburn-Georgia,Gwinnett County,33.8901036,-84.1429719,16210,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,63.3,76.0,231.7,274.1,231.7,278.04,24.99,30.0,ATL,23.4640157,0.47,CHA,99.55434842,1.99,MCN,1.75,87.50679783
120,South Atlantic,,Snellville,Georgia,Snellville-Georgia,Gwinnett County,33.857328,-84.0199108,22336,23,"Developed, Medium Intensity",Plains,Temperate,92,67.3,80.8,224.6,274.6,224.6,269.52,25.35,30.4,ATL,27.43251842,0.55,CHA,105.7002632,2.11,MCN,1.67,83.2661073
121,South Atlantic,,Franklin,Georgia,Franklin-Georgia,Heard County,33.2776182,-85.0979973,980,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,82.6,99.1,262.7,218,218,261.6,25.16,30.2,ATL,46.43696384,0.93,CSG,53.40404057,1.07,MCN,1.86,93.18283129
122,South Atlantic,,Bethlehem,Georgia,Bethlehem-Georgia,Barrow County,33.9320556,-83.7137827,793,23,"Developed, Medium Intensity",Plains,Temperate,92,56.9,68.3,213.5,286.6,213.5,256.2,24.79,29.7,ATL,45.27691405,0.91,CHA,114.0577646,2.28,MCN,1.71,85.71031937
123,South Atlantic,,Arcade,Georgia,Arcade-Georgia,Jackson County,34.0778881,-83.5615536,2021,23,"Developed, Medium Intensity",Plains,Temperate,92,45.8,55.0,213.3,299.5,213.3,255.96,25.34,30.4,ATL,57.78182082,1.16,CHA,114.4802292,2.29,MCN,1.92,95.83887086
124,South Atlantic,,Richland,Georgia,Richland-Georgia,Stewart County,32.0879342,-84.6674203,1449,41,Deciduous Forest,Swamps,Temperate,92,165.7,198.8,223.7,147.9,147.9,177.48,25.09,30.1,ATL,108.2237179,2.16,CSG,33.57695185,0.67,DHN,1.4,70.14277853
125,South Atlantic,,Irwinton,Georgia,Irwinton-Georgia,Wilkinson County,32.8112594,-83.1726541,538,82,Cultivated Crops,Plains,Temperate,92,134.8,161.8,146.9,238.8,146.9,176.28,25.01,30.0,ATL,92.07618581,1.84,CSG,104.7339859,2.09,MCN,0.58,28.87885345
126,South Atlantic,,Toomsboro,Georgia,Toomsboro-Georgia,Wilkinson County,32.8268192,-83.079316,376,82,Cultivated Crops,Plains,Temperate,92,134.6,161.5,142.3,243.2,142.3,170.76,25.27,30.3,ATL,95.71704776,1.91,CSG,110.2590771,2.21,MCN,0.69,34.38578039
127,South Atlantic,,Hephzibah,Georgia,Hephzibah-Georgia,Richmond County,33.3140311,-82.0967857,3827,42,Evergreen Forest,Plains,Temperate,92,127.9,153.5,116.8,306.9,116.8,140.16,24.68,29.6,SAV,97.07913974,1.94,CAE,70.8838154,1.42,AGS,0.17,8.556882095
128,South Atlantic,,Ellijay,Georgia,Ellijay-Georgia,Gilmer County,34.6948076,-84.4821498,1923,81,Pasture/Hay,Mountains,Temperate,92,33.3,40.0,280.8,321.3,280.8,336.96,25.94,31.1,ATL,72.93893456,1.46,CHA,47.18288705,0.94,AVL,2.42,121.0957865
129,South Atlantic,,East Ellijay,Georgia,East Ellijay-Georgia,Gilmer County,34.6839746,-84.4727049,1625,42,Evergreen Forest,Mountains,Temperate,92,33.4,40.1,279.9,320.7,279.9,335.88,25.9,31.1,ATL,72.16673447,1.44,CHA,48.02407344,0.96,AVL,2.42,120.9382984
130,South Atlantic,,Nelson,Georgia,Nelson-Georgia,Pickens County,34.3820371,-84.3710348,1171,90,Woody Wetlands,Mountains,Temperate,92,36.4,43.7,262.2,302.1,262.2,314.64,25.47,30.6,ATL,51.31776471,1.03,CHA,65.37088124,1.31,MCN,2.48,123.9003217
131,South Atlantic,,Sky Valley,Georgia,Sky Valley-Georgia,Rabun County,34.9875902,-83.3332103,491,71,Grassland/Herbaceous,Mountains,Temperate,92,20.1,24.1,251.7,361.9,251.7,302.04,26.02,31.2,GSP,63.43388343,1.27,TYS,67.9821789,1.36,AVL,1.09,54.3740388
132,South Atlantic,,Rutledge,Georgia,Rutledge-Georgia,Morgan County,33.6259545,-83.6123935,929,82,Cultivated Crops,Plains,Temperate,92,77.2,92.6,196.2,270.5,196.2,235.44,26.11,31.3,ATL,46.4613484,0.93,CSG,108.5173982,2.17,MCN,1.29,64.51486357
133,South Atlantic,,Sharon,Georgia,Sharon-Georgia,Taliaferro County,33.5598553,-82.7948629,108,43,Mixed Forest,Plains,Temperate,92,91.5,109.8,156.6,292.6,156.6,187.92,26.15,31.4,ATL,93.68135629,1.87,CAE,99.74489047,1.99,AGS,0.99,49.62779655
134,South Atlantic,,Blythe,Georgia,Blythe-Georgia,Richmond County,33.2926427,-82.2015103,793,23,"Developed, Medium Intensity",Plains,Temperate,92,125.3,150.4,119.5,301.6,119.5,143.4,25.44,30.5,SAV,99.27356101,1.99,CAE,76.6095294,1.53,AGS,0.29,14.68730903
135,South Atlantic,,Plainville,Georgia,Plainville-Georgia,Gordon County,34.4050895,-85.0371683,357,41,Deciduous Forest,Mountains,Temperate,92,5,6.0,294,295.3,294,352.8,26.91,32.3,ATL,63.56982304,1.27,CHA,44.55616993,0.89,MCN,2.86,142.7735399
136,South Atlantic,,Douglasville,Georgia,Douglasville-Georgia,Douglas County,33.7514966,-84.7477136,40540,21,"Developed, Open Space",Plains,Temperate,92,51.7,62.0,256.8,254.4,254.4,305.28,26.5,31.8,ATL,20.35023699,0.41,CSG,86.05543311,1.72,MCN,1.94,96.86330825
137,South Atlantic,,Peachtree,Georgia,Peachtree-Georgia,DeKalb County,33.9420457,-84.2938124,40758,43,Mixed Forest,Plains,Temperate,92,54.4,65.3,240.9,274.5,240.9,289.08,26.74,32.1,ATL,22.06188289,0.44,CHA,91.59638254,1.83,MCN,1.88,93.99993171
138,South Atlantic,,Woolsey,Georgia,Woolsey-Georgia,Fayette County,33.3623381,-84.4121473,209,81,Pasture/Hay,Plains,Temperate,92,83.6,100.3,227.8,234.5,227.8,273.36,53.92,64.7,ATL,19.21806307,0.38,CSG,65.95155402,1.32,MCN,1.28,63.98130972
139,South Atlantic,,Toccoa,Georgia,Toccoa-Georgia,Stephens County,34.5773206,-83.3323851,9389,43,Mixed Forest,Mountains,Temperate,92,15.5,18.6,229.2,336.2,229.2,275.04,26.4,31.7,GSP,66.94040626,1.34,TYS,93.06390391,1.86,AVL,1.49,74.31712576
140,South Atlantic,,Loganville,Georgia,Loganville-Georgia,Walton County,33.8389977,-83.9007382,16862,82,Cultivated Crops,Plains,Temperate,92,65.9,79.1,218.2,276.2,218.2,261.84,26.74,32.1,ATL,32.8307699,0.66,CSG,109.3408091,2.19,MCN,1.61,80.52126041
141,South Atlantic,,Bostwick,Georgia,Bostwick-Georgia,Morgan County,33.7373442,-83.5143312,400,41,Deciduous Forest,Plains,Temperate,92,69.3,83.2,196.2,279.9,196.2,235.44,26.91,32.3,ATL,52.48715595,1.05,CSG,117.944633,2.36,MCN,1.45,72.59595252
142,South Atlantic,,Fort Gaines,Georgia,Fort Gaines-Georgia,Clay County,31.6090569,-85.0471505,978,22,"Developed, Low Intensity",Swamps,Temperate,92,197.7,237.2,247.9,108.4,108.4,130.08,26.39,31.7,TLH,93.38938838,1.87,CSG,63.00646735,1.26,DHN,0.62,30.95110484
143,South Atlantic,,Rome,Georgia,Rome-Georgia,Floyd County,34.257038,-85.1646726,38747,81,Pasture/Hay,Mountains,Temperate,92,17.5,21.0,294.7,284.1,284.1,340.92,27.9,33.5,ATL,60.31221248,1.21,CHA,53.81692939,1.08,MCN,2.78,138.956491
144,South Atlantic,,Jasper,Georgia,Jasper-Georgia,Pickens County,34.4678687,-84.4290918,5289,21,"Developed, Open Space",Mountains,Temperate,92,32.5,39.0,268.5,306.9,268.5,322.2,27.83,33.4,ATL,57.17439825,1.14,CHA,58.90837809,1.18,AVL,2.52,126.0884886
145,South Atlantic,,Cleveland,Georgia,Cleveland-Georgia,White County,34.5970402,-83.7632366,3583,82,Cultivated Crops,Mountains,Temperate,92,17,20.4,246.5,327.5,246.5,295.8,27.57,33.1,ATL,76.02222131,1.52,TYS,84.88051379,1.7,AVL,1.8,90.2128397
146,South Atlantic,,Lovejoy,Georgia,Lovejoy-Georgia,Clayton County,33.4362245,-84.3143675,12612,43,Mixed Forest,Plains,Temperate,92,81.5,97.8,224.8,241.3,224.8,269.76,52.99,63.6,ATL,15.36017917,0.31,CSG,73.14270134,1.46,MCN,1.28,64.20462163
147,South Atlantic,,Lone Oak,Georgia,Lone Oak-Georgia,Meriwether County,33.1717883,-84.8160446,118,41,Deciduous Forest,Plains,Temperate,92,90.3,108.4,244.9,214.7,214.7,257.64,27.33,32.8,ATL,39.6305447,0.79,CSG,45.84555942,0.92,MCN,1.51,75.32606849
148,South Atlantic,,Statham,Georgia,Statham-Georgia,Barrow County,33.9651127,-83.596555,3247,71,Grassland/Herbaceous,Plains,Temperate,92,53.7,64.4,209.7,291.6,209.7,251.64,27.73,33.3,ATL,52.32206454,1.05,CHA,117.6449664,2.35,MCN,1.76,87.96584263
149,South Atlantic,,Newborn,Georgia,Newborn-Georgia,Newton County,33.5170648,-83.6960096,752,23,"Developed, Medium Intensity",Plains,Temperate,92,85.1,102.1,196.2,261.6,196.2,235.44,27.9,33.5,ATL,42.52936083,0.85,CSG,99.82649518,2,MCN,1.14,57.02042319
150,South Atlantic,,Comer,Georgia,Comer-Georgia,Madison County,34.0637227,-83.1254261,1626,24,"Developed, High Intensity",Plains,Temperate,92,51.9,62.3,194.7,310.6,194.7,233.64,27.43,32.9,GSP,77.26301278,1.55,CAE,115.2217417,2.3,AGS,1.64,82.15402226
151,South Atlantic,,Monticello,Georgia,Monticello-Georgia,Jasper County,33.3048479,-83.6832289,2969,43,Mixed Forest,Plains,Temperate,92,99.6,119.5,188.2,249.2,188.2,225.84,27.8,33.4,ATL,48.37275425,0.97,CSG,90.95410482,1.82,MCN,0.85,42.33918035
152,South Atlantic,,Oconee,Georgia,Oconee-Georgia,Washington County,32.8554338,-82.949866,183,23,"Developed, Medium Intensity",Plains,Temperate,92,134.3,161.2,136.3,249.7,136.3,163.56,27.13,32.6,ATL,100.7775776,2.02,CSG,118.0112653,2.36,MCN,0.84,42.15570366
153,South Atlantic,,Sandersville,Georgia,Sandersville-Georgia,Washington County,32.9815431,-82.810138,5500,22,"Developed, Low Intensity",Plains,Temperate,92,128.1,153.7,133.2,261.6,133.2,159.84,27.58,33.1,ATL,103.4947932,2.07,CAE,117.7740415,2.36,MCN,1.05,52.6407672
154,South Atlantic,,Jakin,Georgia,Jakin-Georgia,Early County,31.0910162,-84.98215,132,23,"Developed, Medium Intensity",Swamps,Temperate,92,233.5,280.2,251.1,79.5,79.5,95.4,27.39,32.9,TLH,60.91121957,1.22,CSG,98.51260135,1.97,DHN,0.64,31.87989447
155,South Atlantic,,Talking Rock,Georgia,Talking Rock-Georgia,Pickens County,34.5092563,-84.5049279,111,24,"Developed, High Intensity",Mountains,Temperate,92,28.3,34.0,273.7,308.5,273.7,328.44,28.28,33.9,ATL,60.22868892,1.2,CHA,53.78968534,1.08,AVL,2.57,128.2732944
156,South Atlantic,,Brookhaven,Georgia,Brookhaven-Georgia,DeKalb County,33.8584368,-84.340203,59370,23,"Developed, Medium Intensity",Plains,Temperate,92,56.6,67.9,240.1,268.2,240.1,288.12,28.01,33.6,ATL,15.74380512,0.31,CHA,95.03476491,1.9,MCN,1.8,89.88948004
157,South Atlantic,,Chamblee,Georgia,Chamblee-Georgia,DeKalb County,33.8920469,-84.2988126,32321,41,Deciduous Forest,Plains,Temperate,92,56.6,67.9,239.3,271.1,239.3,287.16,28.37,34.0,ATL,18.72488361,0.37,CHA,94.31790419,1.89,MCN,1.82,90.96104338
158,South Atlantic,,Hampton,Georgia,Hampton-Georgia,Henry County,33.3870578,-84.2829784,9201,24,"Developed, High Intensity",Plains,Temperate,92,85.4,102.5,221.7,238.8,221.7,266.04,56.83,68.2,ATL,19.19877437,0.38,CSG,71.17156797,1.42,MCN,1.21,60.40541753
159,South Atlantic,,Doraville,Georgia,Doraville-Georgia,DeKalb County,33.8981579,-84.2832564,12436,82,Cultivated Crops,Plains,Temperate,92,56.9,68.3,238.8,271.8,238.8,286.56,28.7,34.4,ATL,19.46020141,0.39,CHA,94.45248856,1.89,MCN,1.82,90.9800697
160,South Atlantic,,Alto,Georgia,Alto-Georgia,Banks County,34.4673222,-83.5737843,1011,90,Woody Wetlands,Mountains,Temperate,92,19.1,22.9,232.5,323.5,232.5,279,28.22,33.9,ATL,74.89952668,1.5,TYS,95.82530126,1.92,AVL,1.78,88.86162918
161,South Atlantic,,Homer,Georgia,Homer-Georgia,Banks County,34.3337156,-83.499055,1810,71,Grassland/Herbaceous,Mountains,Temperate,92,28.1,33.7,222.9,316.9,222.9,267.48,27.93,33.5,ATL,71.25567631,1.43,TYS,105.8362452,2.12,AVL,1.87,93.51748902
162,South Atlantic,,Greenville,Georgia,Greenville-Georgia,Meriwether County,33.0287373,-84.7129848,819,42,Evergreen Forest,Plains,Temperate,92,100.9,121.1,236.2,207,207,248.4,28.09,33.7,ATL,45.52420687,0.91,CSG,37.7575762,0.76,MCN,1.32,65.95843381
163,South Atlantic,,Williamson,Georgia,Williamson-Georgia,Pike County,33.1823419,-84.3615902,747,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,96.2,115.4,220.4,224,220.4,264.48,50.74,60.9,ATL,31.82735661,0.64,CSG,56.92373799,1.14,MCN,1.07,53.39217861
164,South Atlantic,,Climax,Georgia,Climax-Georgia,Decatur County,30.8760231,-84.4312983,269,90,Woody Wetlands,Swamps,Temperate,92,250.5,300.6,224.7,94.6,94.6,113.52,28.13,33.8,TLH,33.4776706,0.67,CSG,117.1959527,2.34,DHN,1.35,67.64746867
165,South Atlantic,,Calhoun,Georgia,Calhoun-Georgia,Gordon County,34.502587,-84.9510542,19592,71,Grassland/Herbaceous,Mountains,Temperate,92,3.6,4.3,293.7,302.8,293.7,352.44,29.28,35.1,ATL,66.87997522,1.34,CHA,39.49838239,0.79,MCN,2.92,145.7715083
166,South Atlantic,,Tallulah Falls,Georgia,Tallulah Falls-Georgia,Habersham County,34.7306498,-83.3943316,210,23,"Developed, Medium Intensity",Mountains,Temperate,92,7.2,8.6,239.6,344.3,239.6,287.52,29.06,34.9,GSP,67.64747592,1.35,TYS,81.95056306,1.64,AVL,1.37,68.55376571
167,South Atlantic,,Tucker,Georgia,Tucker-Georgia,DeKalb County,33.8545479,-84.2171424,37224,24,"Developed, High Intensity",Plains,Temperate,92,61.7,74.0,233.9,270.3,233.9,280.68,29.08,34.9,ATL,18.82895333,0.38,CHA,99.06815947,1.98,MCN,1.73,86.71832245
168,South Atlantic,,Grantville,Georgia,Grantville-Georgia,Coweta County,33.2348419,-84.8357679,3281,90,Woody Wetlands,Plains,Temperate,92,85.9,103.1,247.4,218.6,218.6,262.32,29.5,35.4,ATL,36.88236998,0.74,CSG,50.00357018,1,MCN,1.57,78.32047603
169,South Atlantic,,Zebulon,Georgia,Zebulon-Georgia,Pike County,33.1023454,-84.3426997,1330,41,Deciduous Forest,Plains,Temperate,92,101.8,122.2,217.5,219.4,217.5,261,50.12,60.1,ATL,37.44230098,0.75,CSG,53.27229811,1.07,MCN,0.98,49.18826934
170,South Atlantic,,Commerce,Georgia,Commerce-Georgia,Jackson County,34.203997,-83.4571058,8803,24,"Developed, High Intensity",Mountains,Temperate,92,37.2,44.6,214.9,309.9,214.9,257.88,29.28,35.1,ATL,67.55007918,1.35,CHA,114.7167173,2.29,AVL,1.99,99.71528242
171,South Atlantic,,Griffin,Georgia,Griffin-Georgia,Spalding County,33.2467807,-84.2640904,23994,42,Evergreen Forest,Plains,Temperate,92,94.5,113.4,216.8,230.3,216.8,260.16,57.63,69.2,ATL,28.6413804,0.57,CSG,63.87535656,1.28,MCN,1.05,52.30420743
172,South Atlantic,,Between,Georgia,Between-Georgia,Walton County,33.8176114,-83.8074003,475,81,Pasture/Hay,Plains,Temperate,92,65.8,79.0,213,277.1,213,255.6,29.43,35.3,ATL,37.26208728,0.75,CSG,111.2012771,2.22,MCN,1.57,78.25730749
173,South Atlantic,,McDonough,Georgia,McDonough-Georgia,Henry County,33.4473361,-84.1468616,32803,21,"Developed, Open Space",Plains,Temperate,92,85.9,103.1,216.5,245.7,216.5,259.8,53.3,64.0,ATL,20.6177979,0.41,CSG,79.0244424,1.58,MCN,1.19,59.56990115
174,South Atlantic,,Warm Springs,Georgia,Warm Springs-Georgia,Meriwether County,32.8904081,-84.6810381,445,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,110.7,132.8,231.9,198.5,198.5,238.2,29.02,34.8,ATL,53.97231995,1.08,CSG,29.87857613,0.6,MCN,1.23,61.46700946
175,South Atlantic,,Bishop,Georgia,Bishop-Georgia,Oconee County,33.8192864,-83.4387722,349,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,63.8,76.6,196.3,287,196.3,235.56,29.44,35.3,ATL,57.71385495,1.15,CSG,125.0237497,2.5,MCN,1.58,78.7816423
176,South Atlantic,,Shiloh,Georgia,Shiloh-Georgia,Harris County,32.8101325,-84.6960378,429,90,Woody Wetlands,Plains,Temperate,92,116,139.2,231.4,193,193,231.6,29.09,34.9,ATL,59.54621515,1.19,CSG,24.73002921,0.49,MCN,1.23,61.36750499
177,South Atlantic,,Lexington,Georgia,Lexington-Georgia,Oglethorpe County,33.8698404,-83.111817,217,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,64.5,77.4,184.6,299.6,184.6,221.52,29.1,34.9,ATL,76.79411622,1.54,CAE,114.3478567,2.29,AGS,1.49,74.50196143
178,South Atlantic,,Camak,Georgia,Camak-Georgia,Warren County,33.4534709,-82.6459668,131,81,Pasture/Hay,Plains,Temperate,92,102,122.4,145.3,292.3,145.3,174.36,29.42,35.3,GSP,102.5887816,2.05,CAE,93.93661119,1.88,AGS,0.79,39.72492096
179,South Atlantic,,Meansville,Georgia,Meansville-Georgia,Pike County,33.0492923,-84.3068648,285,24,"Developed, High Intensity",Plains,Temperate,92,105.9,127.1,214.3,216.8,214.3,257.16,51.39,61.7,ATL,41.35969994,0.83,CSG,51.99765886,1.04,MCN,0.91,45.42424672
